Name,Year,genres,rating,votes,Key
Sipahi,2024.0,['Drama'],7.2,13900,"('Sipahi', 2024.0)"
I Dream in Another Language,2017.0,"['Drama', 'Fantasy', 'Romance']",7.4,4543,"('I Dream in Another Language', 2017.0)"
Last Days in Vietnam,2014.0,"['Documentary', 'History', 'War']",7.6,4239,"('Last Days in Vietnam', 2014.0)"
Little Women,2019.0,"['Drama', 'Romance']",7.8,280908,"('Little Women', 2019.0)"
Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025.0,"['Action', 'Adventure', 'Animation']",8.4,64195,"('Demon Slayer: Kimetsu no Yaiba Infinity Castle', 2025.0)"
This Is the Tom Green Documentary,2025.0,['Documentary'],7.4,1514,"('This Is the Tom Green Documentary', 2025.0)"
Behzat Ç.: Ankara Is on Fire,2013.0,"['Action', 'Crime', 'Drama']",7.4,15752,"('Behzat Ç.: Ankara Is on Fire', 2013.0)"
Are We OK?,2013.0,['Drama'],7.0,5921,"('Are We OK?', 2013.0)"
Janaka Aithe Ganaka,2024.0,['Drama'],7.5,2733,"('Janaka Aithe Ganaka', 2024.0)"
"Sorry, Baby",2025.0,"['Comedy', 'Drama']",7.2,20634,"('Sorry, Baby', 2025.0)"
Chitti - Potti,2024.0,"['Drama', 'Family']",9.1,1715,"('Chitti - Potti', 2024.0)"
Bohurupi,2024.0,"['Action', 'Drama']",7.8,1964,"('Bohurupi', 2024.0)"
Jama,2024.0,['Drama'],7.9,1718,"('Jama', 2024.0)"
A Brother and 7 Siblings,2024.0,"['Drama', 'Family']",8.1,2461,"('A Brother and 7 Siblings', 2024.0)"
Leave the World Behind,2014.0,"['Documentary', 'Music']",7.7,2407,"('Leave the World Behind', 2014.0)"
KA,2024.0,"['Action', 'Thriller']",7.1,1984,"('KA', 2024.0)"
Once in a Lifetime,2014.0,"['Comedy', 'Drama']",7.1,2283,"('Once in a Lifetime', 2014.0)"
Hidden Away,2014.0,"['Drama', 'Romance']",7.0,3288,"('Hidden Away', 2014.0)"
Jung Kook: I Am Still,2024.0,"['Documentary', 'Music']",8.2,7684,"('Jung Kook: I Am Still', 2024.0)"
Uyyala Jampala,2013.0,"['Drama', 'Family', 'Romance']",7.1,1268,"('Uyyala Jampala', 2013.0)"
Inside the Mind of a Dog,2024.0,['Documentary'],7.2,2692,"('Inside the Mind of a Dog', 2024.0)"
Young Mothers,2025.0,['Drama'],7.0,1590,"('Young Mothers', 2025.0)"
Marty Supreme,2025.0,"['Drama', 'Sport']",7.9,93971,"('Marty Supreme', 2025.0)"
Broken Vein,2025.0,"['Crime', 'Drama', 'Thriller']",7.6,1443,"('Broken Vein', 2025.0)"
Padakkalam,2025.0,['Comedy'],7.2,7563,"('Padakkalam', 2025.0)"
Familiar Touch,2024.0,['Drama'],7.1,1262,"('Familiar Touch', 2024.0)"
Shaunki Sardar,2025.0,['Action'],8.1,7366,"('Shaunki Sardar', 2025.0)"
Rams,2015.0,"['Comedy', 'Drama']",7.2,15707,"('Rams', 2015.0)"
My Hero,2024.0,['\\N'],8.6,2120,"('My Hero', 2024.0)"
Dehset Bey,2025.0,"['Action', 'Drama', 'Romance']",7.3,4576,"('Dehset Bey', 2025.0)"
The 12th Man,2017.0,"['Drama', 'History', 'Thriller']",7.3,32016,"('The 12th Man', 2017.0)"
Gezhi Town,2025.0,"['Drama', 'War']",7.7,3294,"('Gezhi Town', 2025.0)"
Dhurandhar,2025.0,"['Action', 'Adventure', 'Crime']",8.3,115420,"('Dhurandhar', 2025.0)"
We Girls,2025.0,"['Crime', 'Drama']",8.0,3809,"('We Girls', 2025.0)"
Average Student Nani,2024.0,['Action'],8.2,2261,"('Average Student Nani', 2024.0)"
Ocean with David Attenborough,2025.0,['Documentary'],8.5,4976,"('Ocean with David Attenborough', 2025.0)"
Love in the Big City,2024.0,"['Comedy', 'Drama', 'Romance']",7.4,2282,"('Love in the Big City', 2024.0)"
Cowspiracy: The Sustainability Secret,2014.0,['Documentary'],8.1,27305,"('Cowspiracy: The Sustainability Secret', 2014.0)"
Stelios,2024.0,"['Biography', 'Drama', 'Music']",7.2,2407,"('Stelios', 2024.0)"
One to One: John & Yoko,2024.0,"['Biography', 'Documentary', 'History']",7.2,1550,"('One to One: John & Yoko', 2024.0)"
Seeking Haven for Mr. Rambo,2024.0,['Drama'],8.0,1760,"('Seeking Haven for Mr. Rambo', 2024.0)"
The New Year That Never Came,2024.0,"['Drama', 'History']",8.1,6410,"('The New Year That Never Came', 2024.0)"
The Ties That Bind Us,2024.0,['Drama'],7.2,1630,"('The Ties That Bind Us', 2024.0)"
Karma,2024.0,"['Action', 'Mystery', 'Thriller']",7.8,1615,"('Karma', 2024.0)"
Veeranjaneyulu Vihara Yatra,2024.0,['Comedy'],8.6,2233,"('Veeranjaneyulu Vihara Yatra', 2024.0)"
Sangee,2025.0,['Comedy'],7.8,1958,"('Sangee', 2025.0)"
Hide N Seek,2024.0,"['Horror', 'Thriller']",8.6,2329,"('Hide N Seek', 2024.0)"
Veekshanam,2024.0,['Thriller'],7.5,2053,"('Veekshanam', 2024.0)"
LYF: Love Your Father,2025.0,['Drama'],8.8,1074,"('LYF: Love Your Father', 2025.0)"
Behuli from Meghauli,2024.0,"['Comedy', 'Drama']",7.7,1068,"('Behuli from Meghauli', 2024.0)"
Putulnacher Itikatha,2025.0,['Drama'],7.2,1352,"('Putulnacher Itikatha', 2025.0)"
The Class of '92,2013.0,"['Documentary', 'Sport']",7.9,8982,"(""The Class of '92"", 2013.0)"
Youth,2015.0,"['Comedy', 'Drama', 'Music']",7.3,87908,"('Youth', 2015.0)"
Coriolanus,2014.0,"['Drama', 'History', 'War']",8.4,2343,"('Coriolanus', 2014.0)"
Wedding Diaries,2024.0,"['Drama', 'Family', 'Fantasy']",8.9,2072,"('Wedding Diaries', 2024.0)"
Revu,2024.0,['Thriller'],7.8,2077,"('Revu', 2024.0)"
Logan,2017.0,"['Action', 'Drama', 'Sci-Fi']",8.1,918433,"('Logan', 2017.0)"
Living Legends,2014.0,"['Comedy', 'Drama', 'Romance']",7.2,2095,"('Living Legends', 2014.0)"
1980 Lo Radhekrishna,2024.0,"['Action', 'Drama', 'Romance']",7.9,1209,"('1980 Lo Radhekrishna', 2024.0)"
Still Alice,2014.0,['Drama'],7.5,149975,"('Still Alice', 2014.0)"
Attack on Titan the Movie: The Last Attack,2024.0,"['Action', 'Adventure', 'Animation']",9.2,24556,"('Attack on Titan the Movie: The Last Attack', 2024.0)"
Home Sweet Loan,2024.0,"['Drama', 'Family']",8.0,1306,"('Home Sweet Loan', 2024.0)"
She's Beautiful When She's Angry,2014.0,"['Documentary', 'History']",7.8,1721,"(""She's Beautiful When She's Angry"", 2014.0)"
Ugramm,2014.0,"['Action', 'Crime', 'Drama']",8.0,7621,"('Ugramm', 2014.0)"
Concussion,2015.0,"['Biography', 'Drama', 'Sport']",7.1,104451,"('Concussion', 2015.0)"
Queen,2013.0,"['Adventure', 'Comedy', 'Drama']",8.1,71137,"('Queen', 2013.0)"
Philips and the Monkey Pen,2013.0,"['Comedy', 'Drama', 'Family']",7.4,3129,"('Philips and the Monkey Pen', 2013.0)"
Rewind,2024.0,['Drama'],7.4,2365,"('Rewind', 2024.0)"
Speed 220,2024.0,['Action'],8.0,2036,"('Speed 220', 2024.0)"
Interrogation,2025.0,['Thriller'],7.1,3640,"('Interrogation', 2025.0)"
Anaganaga,2025.0,['\\N'],8.9,2964,"('Anaganaga', 2025.0)"
Chiquita,2025.0,"['Drama', 'Mystery']",7.6,2019,"('Chiquita', 2025.0)"
Seetharam Sitralu,2024.0,['Comedy'],8.7,1047,"('Seetharam Sitralu', 2024.0)"
Human,2015.0,['Documentary'],8.6,9177,"('Human', 2015.0)"
#Lifestories,2024.0,['Drama'],8.2,2046,"('#Lifestories', 2024.0)"
Meesha,2025.0,['\\N'],7.1,5567,"('Meesha', 2025.0)"
Mathu Vadalara 2,2024.0,"['Action', 'Comedy', 'Crime']",7.0,1983,"('Mathu Vadalara 2', 2024.0)"
Mura,2024.0,"['Action', 'Drama']",7.2,7131,"('Mura', 2024.0)"
Ronth,2025.0,['Drama'],7.1,5577,"('Ronth', 2025.0)"
Thira,2013.0,['Thriller'],7.3,1212,"('Thira', 2013.0)"
Nandhan,2024.0,['Drama'],7.4,2030,"('Nandhan', 2024.0)"
Yagna,2024.0,"['Horror', 'Thriller']",7.2,2912,"('Yagna', 2024.0)"
Black,2024.0,"['Horror', 'Mystery', 'Sci-Fi']",7.1,3195,"('Black', 2024.0)"
Borbaad,2025.0,"['Action', 'Romance', 'Thriller']",7.0,18146,"('Borbaad', 2025.0)"
Court - State Vs. A Nobody,2025.0,['Drama'],7.9,11880,"('Court - State Vs. A Nobody', 2025.0)"
Mr. Celebrity,2024.0,['Drama'],7.2,1182,"('Mr. Celebrity', 2024.0)"
Stand by Me Doraemon,2014.0,"['Animation', 'Comedy', 'Drama']",7.4,10887,"('Stand by Me Doraemon', 2014.0)"
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',2024.0,"['Animation', 'Fantasy']",8.8,1711,"(""Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice'"", 2024.0)"
Thirumalai,2003.0,"['Action', 'Romance']",7.2,3441,"('Thirumalai', 2003.0)"
Police Vari Heccharika,2025.0,['\\N'],8.5,1050,"('Police Vari Heccharika', 2025.0)"
Stopping the Steal,2024.0,['Documentary'],7.4,1533,"('Stopping the Steal', 2024.0)"
Fussclass Dabhade,2025.0,['Drama'],7.2,5210,"('Fussclass Dabhade', 2025.0)"
The Bibi Files,2024.0,"['Biography', 'Documentary']",7.6,1846,"('The Bibi Files', 2024.0)"
Dan Da Dan: First Encounter,2024.0,"['Action', 'Animation', 'Comedy']",8.2,3805,"('Dan Da Dan: First Encounter', 2024.0)"
Mother,2015.0,['Drama'],7.3,1321,"('Mother', 2015.0)"
Silent Heart,2014.0,['Drama'],7.1,2043,"('Silent Heart', 2014.0)"
But What About Tomi?,2024.0,['Drama'],7.0,1116,"('But What About Tomi?', 2024.0)"
Lokah Chapter One: Chandra,2025.0,"['Action', 'Fantasy']",7.6,19719,"('Lokah Chapter One: Chandra', 2025.0)"
Rahasya,2015.0,"['Mystery', 'Thriller']",7.5,6234,"('Rahasya', 2015.0)"
Ejen Ali: The Movie 2,2025.0,"['Action', 'Adventure', 'Animation']",7.7,2248,"('Ejen Ali: The Movie 2', 2025.0)"
Mittran Da Challeya Truck Ni,2024.0,['Comedy'],7.6,1194,"('Mittran Da Challeya Truck Ni', 2024.0)"
The Son of a Thousand Men,2025.0,['Drama'],7.3,2135,"('The Son of a Thousand Men', 2025.0)"
Killa,2014.0,"['Comedy', 'Drama']",7.8,2044,"('Killa', 2014.0)"
HMM Hug Me More,2024.0,['Horror'],7.6,1137,"('HMM Hug Me More', 2024.0)"
Solo Leveling: ReAwakening,2024.0,"['Action', 'Adventure', 'Animation']",8.7,16438,"('Solo Leveling: ReAwakening', 2024.0)"
Like Aani Subscribe,2024.0,['Mystery'],7.2,6224,"('Like Aani Subscribe', 2024.0)"
The Menendez Brothers,2024.0,"['Crime', 'Documentary']",7.0,11188,"('The Menendez Brothers', 2024.0)"
KalamKaval,2025.0,"['Crime', 'Drama']",7.2,3564,"('KalamKaval', 2025.0)"
Dheera Bhagat Roy,2024.0,"['Action', 'Drama']",8.0,1126,"('Dheera Bhagat Roy', 2024.0)"
Irudhi Muyarchi,2025.0,['\\N'],9.3,1055,"('Irudhi Muyarchi', 2025.0)"
Doraemon: Nobita's Art World Tales,2025.0,"['Adventure', 'Animation', 'Comedy']",7.3,1042,"(""Doraemon: Nobita's Art World Tales"", 2025.0)"
Gangster,2024.0,['Drama'],8.1,2194,"('Gangster', 2024.0)"
Love Untangled,2025.0,"['Comedy', 'Drama', 'Romance']",7.1,4397,"('Love Untangled', 2025.0)"
The Program,2024.0,['Documentary'],7.1,1153,"('The Program', 2024.0)"
The Reincarnate,2014.0,"['Biography', 'Drama', 'History']",8.0,3244,"('The Reincarnate', 2014.0)"
Breathe,2014.0,['Drama'],7.0,8162,"('Breathe', 2014.0)"
Love Matteru,2025.0,['Romance'],8.7,1094,"('Love Matteru', 2025.0)"
Eesaraina!?,2024.0,['Drama'],7.8,2278,"('Eesaraina!?', 2024.0)"
Euphoria,2026.0,['Drama'],8.1,1974,"('Euphoria', 2026.0)"
The Mafia Kills Only in Summer,2013.0,"['Comedy', 'Crime', 'Drama']",7.1,9273,"('The Mafia Kills Only in Summer', 2013.0)"
Kallu Compound 1995,2024.0,"['Action', 'Family']",7.2,2028,"('Kallu Compound 1995', 2024.0)"
"Mary Is Happy, Mary Is Happy",2013.0,"['Comedy', 'Drama']",7.0,1129,"('Mary Is Happy, Mary Is Happy', 2013.0)"
Uruttu Factory,2024.0,['Documentary'],8.5,1855,"('Uruttu Factory', 2024.0)"
Stan & Ollie,2018.0,"['Biography', 'Comedy', 'Drama']",7.2,41485,"('Stan & Ollie', 2018.0)"
Punyalan Agarbattis,2013.0,['Comedy'],7.1,1516,"('Punyalan Agarbattis', 2013.0)"
The Great Pre-Wedding Show,2025.0,['\\N'],7.6,2715,"('The Great Pre-Wedding Show', 2025.0)"
Haider,2014.0,"['Action', 'Crime', 'Drama']",8.0,60656,"('Haider', 2014.0)"
Ulidavaru Kandanthe,2014.0,"['Crime', 'Drama', 'Thriller']",8.3,10146,"('Ulidavaru Kandanthe', 2014.0)"
O21,2014.0,"['Action', 'Thriller']",7.6,3167,"('O21', 2014.0)"
Saa'a wi Nos,2012.0,['Drama'],7.2,1610,"(""Saa'a wi Nos"", 2012.0)"
Sicario,2015.0,"['Action', 'Crime', 'Drama']",7.7,531064,"('Sicario', 2015.0)"
When Marnie Was There,2014.0,"['Animation', 'Drama', 'Family']",7.6,54455,"('When Marnie Was There', 2014.0)"
Beatles '64,2024.0,"['Documentary', 'Music']",7.2,3065,"(""Beatles '64"", 2024.0)"
Megan Thee Stallion: In Her Words,2024.0,['Documentary'],7.4,1791,"('Megan Thee Stallion: In Her Words', 2024.0)"
No No: A Dockumentary,2014.0,"['Biography', 'Documentary', 'Sport']",7.2,1827,"('No No: A Dockumentary', 2014.0)"
Mannu Kya Karegga,2025.0,"['Drama', 'Romance']",9.5,3122,"('Mannu Kya Karegga', 2025.0)"
Gou shi san,2013.0,['Drama'],7.5,1260,"('Gou shi san', 2013.0)"
The Attorney,2013.0,"['Crime', 'Drama', 'History']",7.7,8420,"('The Attorney', 2013.0)"
Gandhi Tatha Chettu,2025.0,['Drama'],9.0,3128,"('Gandhi Tatha Chettu', 2025.0)"
The Lost Children,2024.0,['Documentary'],7.0,3430,"('The Lost Children', 2024.0)"
Timbuktu,2014.0,"['Drama', 'War']",7.1,18947,"('Timbuktu', 2014.0)"
Tamako Love Story,2014.0,"['Animation', 'Comedy', 'Drama']",7.0,3599,"('Tamako Love Story', 2014.0)"
Return of the King: The Fall and Rise of Elvis Presley,2024.0,"['Documentary', 'Music']",7.6,2302,"('Return of the King: The Fall and Rise of Elvis Presley', 2024.0)"
A Monster Calls,2016.0,"['Adventure', 'Drama', 'Family']",7.4,98420,"('A Monster Calls', 2016.0)"
What We Do in the Shadows,2014.0,"['Comedy', 'Horror']",7.6,212456,"('What We Do in the Shadows', 2014.0)"
The End of the Tour,2015.0,"['Biography', 'Drama']",7.2,34483,"('The End of the Tour', 2015.0)"
Drishyam,2013.0,"['Crime', 'Drama', 'Mystery']",8.4,47632,"('Drishyam', 2013.0)"
The Sinking of Van Der Wijck,2013.0,"['Drama', 'Romance']",7.7,1811,"('The Sinking of Van Der Wijck', 2013.0)"
April and the Extraordinary World,2015.0,"['Adventure', 'Animation', 'Comedy']",7.3,8992,"('April and the Extraordinary World', 2015.0)"
The Thin Yellow Line,2015.0,"['Adventure', 'Drama']",7.4,2035,"('The Thin Yellow Line', 2015.0)"
Bir Cumhuriyet Sarkisi,2024.0,"['Biography', 'Drama', 'History']",7.4,1889,"('Bir Cumhuriyet Sarkisi', 2024.0)"
Pannaiyarum Padminiyum,2014.0,"['Comedy', 'Drama']",7.9,2380,"('Pannaiyarum Padminiyum', 2014.0)"
Yacht Rock: A Dockumentary,2024.0,"['Documentary', 'Music']",7.6,2356,"('Yacht Rock: A Dockumentary', 2024.0)"
12 Citizens,2014.0,"['Crime', 'Drama']",7.0,1065,"('12 Citizens', 2014.0)"
Love Across Time,2024.0,['Romance'],7.0,1248,"('Love Across Time', 2024.0)"
Soothravakyam,2025.0,['Drama'],7.4,3794,"('Soothravakyam', 2025.0)"
6 Days,2025.0,"['Drama', 'Romance']",7.8,1901,"('6 Days', 2025.0)"
Mahavatar Narsimha,2024.0,"['Action', 'Animation', 'Drama']",8.5,45332,"('Mahavatar Narsimha', 2024.0)"
Daughters of Mother India,2015.0,['Documentary'],7.7,1426,"('Daughters of Mother India', 2015.0)"
Subham,2025.0,"['Comedy', 'Horror']",7.2,4310,"('Subham', 2025.0)"
Malibu Crush,2022.0,['Comedy'],7.3,2984,"('Malibu Crush', 2022.0)"
Apur Panchali,2013.0,"['Drama', 'Family', 'History']",8.2,1432,"('Apur Panchali', 2013.0)"
Pennum Porattum,2026.0,['\\N'],8.7,1059,"('Pennum Porattum', 2026.0)"
I Can Quit Whenever I Want,2014.0,"['Comedy', 'Crime']",7.0,10208,"('I Can Quit Whenever I Want', 2014.0)"
Fiume o morte!,2025.0,['Documentary'],8.1,1100,"('Fiume o morte!', 2025.0)"
Officer on Duty,2025.0,"['Action', 'Crime', 'Thriller']",7.5,11379,"('Officer on Duty', 2025.0)"
Vanchana,2024.0,['\\N'],7.5,1098,"('Vanchana', 2024.0)"
The ShortCut,2024.0,['Action'],8.3,2111,"('The ShortCut', 2024.0)"
The Battered Bastards of Baseball,2014.0,"['Documentary', 'Sport']",7.9,4895,"('The Battered Bastards of Baseball', 2014.0)"
Laggam Time,2026.0,['\\N'],9.7,1062,"('Laggam Time', 2026.0)"
Time Pass,2014.0,"['Comedy', 'Fantasy', 'Romance']",7.6,1835,"('Time Pass', 2014.0)"
Detective Byomkesh Bakshy!,2015.0,"['Crime', 'Drama', 'Mystery']",7.6,25450,"('Detective Byomkesh Bakshy!', 2015.0)"
Matilda: The Musical,2022.0,"['Comedy', 'Drama', 'Family']",7.0,32768,"('Matilda: The Musical', 2022.0)"
Manjhi: The Mountain Man,2015.0,"['Biography', 'Drama']",8.0,21122,"('Manjhi: The Mountain Man', 2015.0)"
Purna Bahadur Ko Sarangi,2024.0,['Drama'],8.5,1335,"('Purna Bahadur Ko Sarangi', 2024.0)"
Dear Krishna,2025.0,['Drama'],7.9,4054,"('Dear Krishna', 2025.0)"
War for the Planet of the Apes,2017.0,"['Action', 'Adventure', 'Drama']",7.4,324591,"('War for the Planet of the Apes', 2017.0)"
The Gospel of John,2014.0,['Drama'],7.8,1115,"('The Gospel of John', 2014.0)"
Sore: A Wife from the Future,2025.0,"['Drama', 'Fantasy', 'Romance']",7.7,4530,"('Sore: A Wife from the Future', 2025.0)"
Virunga,2014.0,"['Documentary', 'War']",8.1,12686,"('Virunga', 2014.0)"
Night Will Fall,2014.0,"['Documentary', 'History', 'War']",8.0,3702,"('Night Will Fall', 2014.0)"
The Hateful Eight,2015.0,"['Crime', 'Drama', 'Mystery']",7.8,717221,"('The Hateful Eight', 2015.0)"
The Shadow's Edge,2025.0,"['Action', 'Crime', 'Drama']",7.1,8650,"(""The Shadow's Edge"", 2025.0)"
The Blue Elephant,2014.0,"['Crime', 'Drama', 'Horror']",8.0,30955,"('The Blue Elephant', 2014.0)"
Sukhibhavaa,2026.0,['Drama'],7.6,3011,"('Sukhibhavaa', 2026.0)"
Drinker Sai,2024.0,['Drama'],8.8,2177,"('Drinker Sai', 2024.0)"
My Aunt Is Here,2013.0,['Drama'],7.2,1042,"('My Aunt Is Here', 2013.0)"
Patterns of Evidence: Exodus,2014.0,"['Documentary', 'History']",7.0,1261,"('Patterns of Evidence: Exodus', 2014.0)"
The Lobster,2015.0,"['Drama', 'Romance', 'Sci-Fi']",7.1,330941,"('The Lobster', 2015.0)"
Stations of the Cross,2014.0,['Drama'],7.4,4747,"('Stations of the Cross', 2014.0)"
Nenapugala Maathu Madhura,2025.0,['\\N'],9.4,1039,"('Nenapugala Maathu Madhura', 2025.0)"
Jack,2014.0,['Drama'],7.2,1482,"('Jack', 2014.0)"
Blind Massage,2014.0,['Drama'],7.2,1795,"('Blind Massage', 2014.0)"
Sing,2016.0,"['Animation', 'Comedy', 'Family']",7.1,210541,"('Sing', 2016.0)"
Maharaja Gemunu,2015.0,"['Action', 'Adventure', 'History']",7.9,1071,"('Maharaja Gemunu', 2015.0)"
Little Forest: Summer/Autumn,2014.0,['Drama'],7.6,3976,"('Little Forest: Summer/Autumn', 2014.0)"
Little Forest: Winter/Spring,2015.0,['Drama'],7.6,3270,"('Little Forest: Winter/Spring', 2015.0)"
10 Dance,2025.0,"['Drama', 'Romance']",7.0,3432,"('10 Dance', 2025.0)"
Only You,2014.0,"['Action', 'Drama', 'Romance']",7.3,6865,"('Only You', 2014.0)"
My King,2015.0,"['Drama', 'Romance']",7.1,15037,"('My King', 2015.0)"
Man in Love,2014.0,"['Drama', 'Romance']",7.0,1338,"('Man in Love', 2014.0)"
Case 137,2025.0,"['Crime', 'Drama']",7.3,1086,"('Case 137', 2025.0)"
The Testament of Ann Lee,2025.0,"['Biography', 'Drama', 'History']",7.1,2353,"('The Testament of Ann Lee', 2025.0)"
Ghantasala the Great,2025.0,['\\N'],9.2,1016,"('Ghantasala the Great', 2025.0)"
Pranaya Godari,2024.0,"['Action', 'Romance']",7.9,2433,"('Pranaya Godari', 2024.0)"
From the River to the Sea: The Frontiers of Faith,2024.0,['Documentary'],8.5,1402,"('From the River to the Sea: The Frontiers of Faith', 2024.0)"
Grace,2025.0,['Drama'],7.4,4086,"('Grace', 2025.0)"
The Walk,2015.0,"['Adventure', 'Biography', 'Drama']",7.3,141020,"('The Walk', 2015.0)"
Tourist Family,2025.0,"['Comedy', 'Drama']",8.2,14667,"('Tourist Family', 2025.0)"
Kora,2025.0,['\\N'],7.1,1045,"('Kora', 2025.0)"
Maspalomas,2025.0,['Drama'],7.2,1176,"('Maspalomas', 2025.0)"
Mardaani,2014.0,"['Action', 'Crime', 'Drama']",7.3,15017,"('Mardaani', 2014.0)"
My Big Fat Bride,2015.0,"['Comedy', 'Drama', 'Romance']",7.5,22237,"('My Big Fat Bride', 2015.0)"
Ne Zha 2,2025.0,"['Action', 'Adventure', 'Animation']",7.9,22979,"('Ne Zha 2', 2025.0)"
The Perfect Neighbor,2025.0,"['Crime', 'Documentary', 'Drama']",7.1,25302,"('The Perfect Neighbor', 2025.0)"
For Some Inexplicable Reason,2014.0,"['Comedy', 'Drama']",7.4,4895,"('For Some Inexplicable Reason', 2014.0)"
DJ Ahmet,2025.0,"['Comedy', 'Drama']",7.3,1265,"('DJ Ahmet', 2025.0)"
2000 Meters to Andriivka,2025.0,"['Documentary', 'War']",8.4,3169,"('2000 Meters to Andriivka', 2025.0)"
Mr. Nobody Against Putin,2025.0,['Documentary'],7.5,3810,"('Mr. Nobody Against Putin', 2025.0)"
Come See Me in the Good Light,2025.0,"['Biography', 'Documentary', 'Family']",7.6,2118,"('Come See Me in the Good Light', 2025.0)"
"It's Never Over, Jeff Buckley",2025.0,"['Biography', 'Documentary', 'Music']",7.7,2245,"(""It's Never Over, Jeff Buckley"", 2025.0)"
Dhandoraa,2025.0,['Drama'],8.5,3825,"('Dhandoraa', 2025.0)"
Captain America: Civil War,2016.0,"['Action', 'Sci-Fi']",7.8,919110,"('Captain America: Civil War', 2016.0)"
Gueros,2014.0,"['Comedy', 'Drama']",7.5,5835,"('Gueros', 2014.0)"
Race,2016.0,"['Biography', 'Drama', 'Sport']",7.1,43679,"('Race', 2016.0)"
Naari: The Women,2025.0,"['Drama', 'Family']",7.9,1048,"('Naari: The Women', 2025.0)"
The Teacher's Diary,2014.0,"['Comedy', 'Drama', 'Romance']",7.8,2976,"(""The Teacher's Diary"", 2014.0)"
Assassination,2015.0,"['Action', 'Drama', 'Thriller']",7.2,8748,"('Assassination', 2015.0)"
Thor: Ragnarok,2017.0,"['Action', 'Adventure', 'Comedy']",7.9,886537,"('Thor: Ragnarok', 2017.0)"
Hawaa Hawaai,2014.0,"['Drama', 'Family', 'Sport']",7.4,1914,"('Hawaa Hawaai', 2014.0)"
Cursa,2025.0,['Action'],7.3,1033,"('Cursa', 2025.0)"
Brat,2025.0,['\\N'],7.9,1979,"('Brat', 2025.0)"
Night Flight,2014.0,['Drama'],7.5,1556,"('Night Flight', 2014.0)"
1983,2014.0,"['Drama', 'Sport']",7.7,3292,"('1983', 2014.0)"
Excuse My French,2014.0,"['Comedy', 'Drama']",7.5,5352,"('Excuse My French', 2014.0)"
Stop at Nothing: The Lance Armstrong Story,2014.0,"['Biography', 'Documentary', 'Sport']",7.5,3169,"('Stop at Nothing: The Lance Armstrong Story', 2014.0)"
125 Years Memory,2015.0,"['Drama', 'History']",7.1,2330,"('125 Years Memory', 2015.0)"
Richard Jewell,2019.0,"['Biography', 'Crime', 'Drama']",7.5,105825,"('Richard Jewell', 2019.0)"
Neerukulla 35km,2025.0,['Thriller'],7.4,1582,"('Neerukulla 35km', 2025.0)"
Vaaradhi,2024.0,['Drama'],8.8,3139,"('Vaaradhi', 2024.0)"
Miss Granny,2014.0,"['Comedy', 'Drama', 'Fantasy']",7.2,4704,"('Miss Granny', 2014.0)"
Ohm Shanthi Oshaana,2014.0,"['Comedy', 'Romance']",7.7,6962,"('Ohm Shanthi Oshaana', 2014.0)"
Best of Enemies: Buckley vs. Vidal,2015.0,"['Biography', 'Documentary', 'History']",7.6,6691,"('Best of Enemies: Buckley vs. Vidal', 2015.0)"
Harmontown,2014.0,['Documentary'],7.2,2556,"('Harmontown', 2014.0)"
The Disaster Artist,2017.0,"['Biography', 'Comedy', 'Drama']",7.3,170873,"('The Disaster Artist', 2017.0)"
The Look of Silence,2014.0,"['Biography', 'Documentary', 'History']",8.2,14817,"('The Look of Silence', 2014.0)"
Moana,2016.0,"['Adventure', 'Animation', 'Comedy']",7.6,436030,"('Moana', 2016.0)"
Crimean,2014.0,"['Action', 'Drama', 'History']",7.2,1471,"('Crimean', 2014.0)"
Kokuho,2025.0,['Drama'],7.7,2950,"('Kokuho', 2025.0)"
Goli Soda,2014.0,"['Action', 'Drama']",7.7,1177,"('Goli Soda', 2014.0)"
Tales,2014.0,['Drama'],7.0,1610,"('Tales', 2014.0)"
Adolf Hitler: The Greatest Story Never Told,2013.0,"['Biography', 'Documentary', 'History']",7.2,6914,"('Adolf Hitler: The Greatest Story Never Told', 2013.0)"
My Little Pony: Equestria Girls - Rainbow Rocks Animated,2014.0,"['Adventure', 'Animation', 'Comedy']",7.1,4367,"('My Little Pony: Equestria Girls - Rainbow Rocks Animated', 2014.0)"
Elway,2025.0,"['Biography', 'Documentary', 'Sport']",7.3,1034,"('Elway', 2025.0)"
Latin Blood: The Ballad of Ney Matogrosso,2025.0,"['Biography', 'Drama', 'Music']",7.8,5640,"('Latin Blood: The Ballad of Ney Matogrosso', 2025.0)"
The Alabama Solution,2025.0,['Documentary'],7.8,3950,"('The Alabama Solution', 2025.0)"
American Made,2017.0,"['Action', 'Comedy', 'Crime']",7.1,231041,"('American Made', 2017.0)"
The Fluffy Movie: Unity Through Laughter,2014.0,"['Comedy', 'Documentary']",7.2,4386,"('The Fluffy Movie: Unity Through Laughter', 2014.0)"
The North,2025.0,"['Adventure', 'Drama']",7.0,1057,"('The North', 2025.0)"
The Blue Trail,2025.0,"['Drama', 'Sci-Fi']",7.1,3032,"('The Blue Trail', 2025.0)"
